FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,ACC_REC
621.500506777795,720.845429546566,-21.0453217067917,731.501485,8,0.173125,0,0
730.408236753411,627.294525183505,-108.022512652539,582.741726,4,0.31175,0,0
690.464051945665,750.767639872812,-47.5443282503447,633.435019,6,0.201333333333333,1,0
634.787262456533,636.594398817185,17.659771333385,354.192283,5,0.1846,0,0
659.897577538904,657.600341819562,-73.4950345058812,486.954335,5,0.2374,1,0
754.812878636418,708.800054654753,-39.297203219458,346.933922,5,0.2374,1,0
621.362832454747,618.273353625567,61.4574732230615,618.421116,6,0.211333333333333,0,0
681.271042285818,754.711162349949,-23.9207381925013,342.17323,5,0.2562,1,0
670.717657264576,624.916484982962,62.4632079860883,552.892743,4,0.30625,1,0
664.534618419338,755.887699960976,-48.1269246079758,398.976194,5,0.257,1,0
629.855682671977,724.71856862037,34.2654230922391,566.368506,4,0.30025,1,0
809.223558982732,665.384008474,-124.020943979644,523.355133,6,0.179,1,0
643.49858866122,557.552923351529,85.585290324986,684.697639,3,0.131,1,0
614.787314496272,691.495060567492,11.8866759854891,536.899926,6,0.202833333333333,1,0
564.824613198456,580.578428425211,53.4046858021165,539.468862,5,0.1634,0,0
655.34283162592,606.56225358111,-101.33975999113,529.203279,4,0.325,1,0
664.424651850157,573.716071228391,-92.9458399833158,475.86449,4,0.27025,1,0
513.793948112967,569.741597815185,-19.9248190042104,615.940311,4,0.334,1,0
569.287402062136,504.664708985159,-114.874243932503,755.317107,5,0.2526,1,0
660.696675944832,634.86400791232,-57.3250583167663,574.626342568182,6,0.198666666666667,2,0
724.633147782263,604.453705425704,-3.0668228876292,636.633152,6,0.203666666666667,1,0
616.963275985631,546.390479819978,-46.2080588292378,410.239548,7,0.166428571428571,1,0
570.249752797697,591.362335209421,25.5283556523382,597.420672,7,0.183285714285714,0,0
586.520495641631,641.548112445248,16.8178299222956,513.846572,6,0.201,1,0
644.763330403581,700.282028919358,17.8783543785163,765.435069,9,0.128777777777778,0,0
634.474716282667,659.725789742401,0.940235388463293,730.582626,7,0.171571428571429,1,0
594.880780340082,571.362251007175,99.5304617199201,557.565541,6,0.214333333333333,0,0
593.045567979141,624.161249053542,5.94401406855684,802.144924,6,0.2015,1,0
640.051015026138,643.347034869879,-14.6422755292281,505.724704,7,0.158142857142857,1,0
576.145913057203,544.301195018003,-16.8790806977634,803.841695,7,0.17,1,0
639.442673336699,686.468409476279,-32.1615325409307,904.123261,4,0.355,0,0
646.395244967308,547.695386862594,-75.6594818470979,541.997994,6,0.184166666666667,1,0
600.40661057314,649.89993223071,19.2178174989904,729.273546,6,0.212166666666667,0,0
655.049580097335,600.687100213969,-129.07754685737,699.960856,6,0.216333333333333,1,0
562.362811166268,575.382570816581,-67.1196738143253,868.155898,7,0.160142857142857,0,0
558.478628227739,684.954676912857,16.0968803661607,712.883386,5,0.268,1,0
836.405428068958,711.467282203406,-98.879943243526,426.532232,5,0.2912,0,1
841.443325642269,799.372339708775,-111.077826829634,478.399887,5,0.2726,1,1
899.960501662928,743.358284235159,-177.925243420922,509.37878,4,0.34125,1,1
786.27182645847,728.852869644306,-91.1178533466825,554.741149,4,0.328,1,1
782.411614989139,810.267125302849,-67.232087476741,448.891598,5,0.2588,1,1
793.398843882232,742.879314815221,-45.9482306812131,458.788566,3,0.483,0,1
842.390918788218,734.018130893505,-107.743455266623,391.90722,4,0.3415,1,1
822.406169615989,824.095732622318,-89.2419915049683,547.22309,4,0.3315,1,1
798.864279480675,787.493954018942,-32.426374844986,514.569862,5,0.2902,0,1
821.683147635395,802.352894233442,-73.5095059266368,639.184222,4,0.309,2,1
840.069336632626,744.326647593501,-122.219177025823,643.388649,5,0.2852,0,1
791.293006315081,766.036748964292,-107.147315475039,550.667552,4,0.32775,1,1
811.133456356427,799.711347081669,-93.1108431455994,476.750202,5,0.2584,1,1
868.111461944238,803.764185404155,-78.4187712038504,488.477026,4,0.33375,1,1
799.509095411715,756.274012536409,-90.4553058470683,465.763004,4,0.3445,1,1
845.476017155829,814.842682295617,-73.7005694419007,589.953125,4,0.31675,1,1
893.894813284514,767.934076154248,-55.6109464698274,563.144331,4,0.321,1,1
799.464988570889,780.51633277915,-49.9507765609848,519.779522,4,0.33,1,1
816.978613960031,761.905855921343,-73.5057928194393,493.197247,7,0.186857142857143,0,1
741.546129016739,760.784473556548,-100.189744494789,650.936675,4,0.33575,1,1
760.667434424901,788.385398973702,-72.1257280048617,472.944867,5,0.2672,1,1
868.348934695629,804.431037764233,-44.8169346931678,492.399752,4,0.33275,1,1
797.649209044355,771.165657184636,-28.0736046969846,528.637289,4,0.35975,0,1
839.250736983421,795.815267680303,-47.7824848849958,653.233031,5,0.2632,1,1
846.011385224546,801.304174113841,-122.838966869784,706.088069,6,0.215666666666667,1,1
842.698230187759,762.841936423315,-49.2151989635961,768.10598,6,0.233166666666667,0,1
844.440468727607,803.549738961194,-52.016881834493,683.172512,3,0.467,1,1
806.405460660299,805.466995811544,-69.1629780228491,568.451407,4,0.34475,1,1
827.505069679865,739.375117632297,-76.5187046101138,740.027584,4,0.372,0,1
856.257548835337,882.834535116568,-57.0261946461807,531.636805,6,0.229833333333333,0,1
841.447142060719,777.813211174691,-184.402725983789,521.961477,4,0.3255,1,1
779.89606819041,789.736967208428,-76.2603186932766,729.827932,4,0.33425,1,1
891.104370390109,877.611221641706,-40.3553253717621,563.641569,3,0.462666666666667,1,1
896.006183375615,865.056548327367,-86.0375706764708,561.122703,4,0.3205,1,1
825.076450875959,769.934349349967,-62.2778093587644,697.342902,7,0.178142857142857,1,1
891.523672927499,825.143848119521,-84.6496384103399,525.494241,5,0.2506,1,1
826.508648414031,749.157290906988,-156.648339897874,675.160665,5,0.26,1,1
784.230951425734,687.734889087745,-62.9451299198671,828.022741,4,0.33325,1,1
781.068904826981,779.959656748798,-45.3588365616142,520.155962,4,0.3415,1,1
814.585431953379,729.356665744182,-111.2327607201,570.932721,5,0.2752,1,1
870.326940025402,782.950225073012,-52.7297740993622,573.017662,3,0.434666666666667,1,1
848.763543640355,764.989803024033,1.18730381727198,603.77528,3,0.484666666666667,0,1
837.766126093695,776.751565580883,-49.4200644910544,567.292912,4,0.34375,1,1
760.726529959459,803.785425500747,-64.5644760730637,665.787104,5,0.2428,2,1
774.492805333413,797.300799011747,-74.4163997214969,700.161814,5,0.2576,1,1
853.819763687228,818.007922810714,-71.244194431716,514.325936,6,0.198833333333333,1,1
807.086099313036,794.684504950824,-41.9742766436399,496.633693,4,0.3485,1,1
754.232921054994,776.600122877305,-18.2735518752651,425.266376,6,0.21,1,1
742.665384987754,729.180807147557,-138.53245851075,525.47022,6,0.210833333333333,1,1
830.901530479518,765.185558874158,-126.277139539383,520.500766,4,0.33425,1,1
838.31422980139,882.229338006056,8.15016114505193,674.90085,4,0.343,1,1
835.689791850548,745.180047904555,-160.957709224828,596.512134,3,0.448666666666667,1,1
764.354468851287,767.804635470912,-90.5186660359361,622.041948,4,0.31125,1,1
836.528173330458,738.637729214756,-130.104585290591,489.465217,4,0.34075,0,1
838.081847077864,775.15600018292,-85.9078315054529,702.872536,5,0.2496,1,1
784.381390215591,779.237643617848,-80.2279643384803,531.219159,4,0.3345,1,1
829.995858237657,736.432658150876,-19.5455319345014,608.033465,5,0.2566,1,1
751.127954965485,738.087069852904,28.4776819103656,572.381745,5,0.2702,0,1
634.351446183327,734.431729333445,-88.6040274285878,698.927021,6,0.197,1,1
722.241581365631,767.971603630282,-99.030711953868,789.829414,6,0.203833333333333,1,1
832.051623112092,832.979832252296,-39.7720078877812,574.626342568182,5,0.2402,1,1
794.218402271833,743.06712745336,-51.939867921121,468.361954,5,0.2532,1,1
772.811345018968,853.245835047078,-82.4358512145891,513.622023,5,0.2492,1,1
857.17057253679,775.679163074374,-89.3538522266415,485.515209,5,0.2596,1,1
728.308664629423,790.893921782495,-99.8738080844686,546.839548,4,0.34075,1,1
854.805711739588,772.246234531987,-117.713389999982,614.689136,6,0.208,1,1
834.51255471334,687.672334129678,-107.951245535325,655.943863,4,0.32275,1,1
690.093738977232,756.504219337337,-97.1738928430486,552.660927,4,0.3335,1,1
613.394309690447,589.819724996934,53.781534241948,715.131424,5,0.2502,1,1
616.936586372796,644.360905076256,-38.758997662966,661.157214,8,0.1545,1,1
555.778225794653,705.719704732528,62.811938139773,632.462513,4,0.367,0,1
670.68915502767,671.470112033475,-129.270813517009,481.720778,4,0.32975,1,1
807.070386110582,792.521144867805,35.3434850477997,655.894633,5,0.2648,1,1
770.139913923951,470.213889318676,-72.1639451683886,574.49106,7,0.168714285714286,1,1
485.09735285107,466.164130659636,12.7883768281575,661.029304,8,0.140625,1,1
727.148810893338,633.745196537078,70.5494318028849,719.541702,4,0.317,1,1
630.473201229729,615.595748482011,9.87328575391405,707.191151,4,0.31525,1,1
707.422300223547,719.789490282988,-110.442959173519,488.79751,4,0.3425,1,1
777.45997129588,558.92711175613,-82.7523974041503,579.243564,6,0.122333333333333,1,1
635.630120425356,623.203316439237,116.640435734642,519.255412,6,0.197333333333333,1,1
554.339644515839,492.189028921444,-50.7489119110109,567.356304,5,0.2346,1,1
541.011950697571,647.403960593328,18.5537675366638,524.208969,7,0.180142857142857,1,1
597.737317244672,529.596091195618,-25.9777782198794,472.382234,5,0.277,0,1
569.6342797522,601.154910676727,30.8603719790988,671.261896,5,0.268,1,1
549.279574082142,608.447179503302,-19.4745533029699,659.641358,7,0.162571428571429,1,1
621.968905898781,446.739499138454,-93.4215352013196,607.219314,5,0.255,1,1
517.716252243326,506.126362051121,21.9955220593946,923.92839,5,0.1918,1,1
676.746319011464,608.526199629087,-176.873937587828,618.865323,6,0.158166666666667,1,1
