offset,accuracy
-0.1,0.5189494446174608
-0.2,0.5209216581888647
-0.3,0.5209216581888647
-0.4,0.518947800961971
-0.5,0.5217095747257691
-0.6,0.5189469358801343
-0.7,0.5206566836222706
-0.8,0.5190790338766047
-0.9,0.5205257967403717
-1.0,0.5199994809508979
-1.1,0.5196052631578947
-1.2,0.5193422782795252
-1.3,0.5198685075608154
-1.4,0.5198685075608154
-1.5,0.5215790338766048
